Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
chapter1_lab_morning_05c5d724	narrator	Неон подпрыгнула на месте. Сердце бешено заколотилось. Зрачки расширились от испуга и шока, голова резко повернулась к входу.	game/game-scripts/chapters/chapter_1.rpy	284	narrator "[what]"
chapter1_lab_morning_efd32d5f	narrator	В дверном проеме, освещенная утренним солнцем, стояла Алекс.	game/game-scripts/chapters/chapter_1.rpy	284	narrator "[what]"
chapter1_lab_morning_9177575a	narrator	Яркая, шумная, полная жизни – и совершенно неуместная в этой стерильной лаборатории.	game/game-scripts/chapters/chapter_1.rpy	284	narrator "[what]"
chapter1_lab_morning_d1d95aa2	narrator	Длинные светлые кудри пружинили при каждом движении, красный джемпер на молнии вызывающе контрастировал с белыми халатами, которые Алекс принципиально не носила.	game/game-scripts/chapters/chapter_1.rpy	284	narrator "[what]"
chapter1_lab_morning_e7c0f2a3	narrator	Она вошла не как гость, а как хозяйка, окинув взглядом помещение с видом человека, который здесь все знает.	game/game-scripts/chapters/chapter_1.rpy	284	narrator "[what]"
chapter1_lab_morning_cc48a7e9	narrator	И ведь знала. Когда-то это был и ее офис. До 'оптимизации', сокращений и перевода Алекс в архивный отдел на первый этаж.	game/game-scripts/chapters/chapter_1.rpy	284	narrator "[what]"
chapter1_lab_morning_cbfe1413	narrator	Неон и Алекс – подруги поневоле, связавшие себя годами совместной работы, обедов, перекуров и взаимных прикрытий перед начальством.	game/game-scripts/chapters/chapter_1.rpy	284	narrator "[what]"
chapter1_lab_morning_ba0b4aec	narrator	Чувства Неон к Алекс были сложными. Теплая дружеская привязанность боролась с тихим, подспудным раздражением.	game/game-scripts/chapters/chapter_1.rpy	284	narrator "[what]"
chapter1_lab_morning_0b2644f7	narrator	Неон не могла отделаться от мысли, что Алекс, при всей ее энергии и обаянии, держалась на плаву во многом благодаря ей, Неон.	game/game-scripts/chapters/chapter_1.rpy	284	narrator "[what]"
chapter1_lab_morning_d64a0fc7	narrator	Не зависть – нет. Скорее, глухая ярость от несправедливости, от того, что ее собственные титанические усилия как будто обесценивались легкостью, с которой Алекс порхала по жизни и по карьерной лестнице, пока их пути не разошлись.	game/game-scripts/chapters/chapter_1.rpy	284	narrator "[what]"
chapter1_lab_morning_1d3ba947	narrator	Эта горечь сидела глубоко, подавленная нежеланием ранить подругу, которая была рядом даже в самые тяжелые времена.	game/game-scripts/chapters/chapter_1.rpy	284	narrator "[what]"
chapter1_lab_morning_ebffb05e	alex	Опаньки! А я думала, ты уже дома дрыхнешь! Решила зайти птичек за окном послушать, пока начальства нет, а тут – сюрприз!	game/game-scripts/chapters/chapter_1.rpy	310	alex "[what]"
chapter1_lab_morning_5ac79d8f	alex	Хотя, чего я удивляюсь? Ключи-то на вахте не висят...	game/game-scripts/chapters/chapter_1.rpy	311	alex "[what]"
chapter1_lab_morning_2c9a6575	narrator	От испуга и удивления внезапного появления Алекс, рука Неон до сих пор держалась у её груди.	game/game-scripts/chapters/chapter_1.rpy	314	narrator "[what]"
chapter1_lab_morning_f79ec911	neon	Саш, ну нельзя же так! Я чуть концы не отдала...	game/game-scripts/chapters/chapter_1.rpy	316	neon "[what]"
chapter1_lab_morning_e66d8097	narrator	Алекс проигнорировала ее жалобу, подходя ближе и бесцеремонно осматривая Неон.	game/game-scripts/chapters/chapter_1.rpy	321	narrator "[what]"
chapter1_lab_morning_85c2b782	alex	Ты опять всю ночь тут просидела, да? Признавайся!	game/game-scripts/chapters/chapter_1.rpy	323	alex "[what]"
chapter1_lab_morning_adb2ce37	alex	Господи, Неон, ты на себя в зеркало смотрела? Мешки под глазами скоро до колен достанут!	game/game-scripts/chapters/chapter_1.rpy	323	alex "[what]"
chapter1_lab_morning_30336941	alex	Так же нельзя, подруга! С такой физиономией тебя ни один приличный парень на свидание не позовет! А тебе всего двадцать два!	game/game-scripts/chapters/chapter_1.rpy	323	alex "[what]"
chapter1_lab_morning_77163db7	alex	Молодость проходит!	game/game-scripts/chapters/chapter_1.rpy	323	alex "[what]"
chapter1_lab_morning_9f8de9ab	narrator	Неон невольно улыбнулась. Алекс в своем репертуаре.	game/game-scripts/chapters/chapter_1.rpy	332	narrator "[what]"
chapter1_lab_morning_fe3f6aaf	neon	Ха-ха! Парни? Саша, ты серьезно?	game/game-scripts/chapters/chapter_1.rpy	334	neon shy "[what]"
chapter1_lab_morning_0c78edba	neon	У меня тут наука мирового масштаба, а ты про свидания.	game/game-scripts/chapters/chapter_1.rpy	334	neon shy "[what]"
chapter1_lab_morning_c0ee1529	neon	И прекрати уже говорить так, будто ты моя бабушка, ладно? Мы почти ровесницы. \n	game/game-scripts/chapters/chapter_1.rpy	340	neon neutral "[what]"
chapter1_lab_morning_d9603cd5	alex	(Театрально вздыхает) Эх, Неон, Неон... Не ценишь ты простых женских радостей.	game/game-scripts/chapters/chapter_1.rpy	345	alex "[what]"
chapter1_lab_morning_0277f2e0	narrator	Алекс обиженно надула губы, но через секунду ее лицо снова расплылось в улыбке.	game/game-scripts/chapters/chapter_1.rpy	347	narrator "[what]"
chapter1_lab_morning_403294c1	alex	Ладно, проехали!	game/game-scripts/chapters/chapter_1.rpy	349	alex happy "[what]"
chapter1_lab_morning_aaf6a06a	alex	Ты же говорила, что сегодня с сигналом закончишь!	game/game-scripts/chapters/chapter_1.rpy	349	alex happy "[what]"
chapter1_lab_morning_c35e66e2	alex	Ну как успехи? Поймала своих зеленых человечков?	game/game-scripts/chapters/chapter_1.rpy	349	alex happy "[what]"
chapter1_lab_morning_2bbe9d79	narrator	При упоминании работы Неон снова подобралась, улыбка исчезла, сменившись деловитостью.	game/game-scripts/chapters/chapter_1.rpy	356	narrator "[what]"
chapter1_lab_morning_3859126e	narrator	Неон собралась с мыслями, стараясь говорить ровно.	game/game-scripts/chapters/chapter_1.rpy	356	narrator "[what]"
chapter1_lab_morning_64e5dadc	neon	Да. Закончила. Все штатно. Только вот... один момент немного смутил...	game/game-scripts/chapters/chapter_1.rpy	362	neon "[what]"
chapter1_lab_morning_ef3244d5	alex	Что? Что смутило?	game/game-scripts/chapters/chapter_1.rpy	364	alex @ concerned "[what]"
chapter1_lab_morning_71124984	neon	А... да нет, ничего. Наверное, показалось.	game/game-scripts/chapters/chapter_1.rpy	366	neon @ shy "[what]"
chapter1_lab_morning_8b6452b8	neon	Главная проблема сейчас – я, кажется, клавиатуру сломала. Пока спала.	game/game-scripts/chapters/chapter_1.rpy	367	neon "[what]"
chapter1_lab_morning_7ae92d95	alex	Сломала? Как?!	game/game-scripts/chapters/chapter_1.rpy	369	alex "[what]"
chapter1_lab_morning_406595cb	neon	...	game/game-scripts/chapters/chapter_1.rpy	371	neon shy "[what]"
chapter1_lab_morning_6e4fc339	neon	Слюной.	game/game-scripts/chapters/chapter_1.rpy	372	neon "[what]"
chapter1_lab_morning_a1a0a0f7	narrator	Неон отвела взгляд, чувствуя, как щеки заливает краска.	game/game-scripts/chapters/chapter_1.rpy	374	narrator "[what]"
